Account General Rate Type,Account Is Active,Account Is Allocated Overhead,Account Is Balancesheet,Account Is GAAP,Account Key,Account Level 0 Name,Account Level 0 Number,Account Level 1 Name,Account Level 1 Number,Account Level 2 Name,Account Level 2 Number,Account Number,Account Type Name,Account Type Sequence,Amount USD,Learn More,Actual,Forecast,Variance,Variance %,Department Is Active,Department Key,Department Level 0 Name,Department Level 0 Number,Department Level 1 Name,Department Level 1 Number,Department Number,Number of Records,Path,Period Ending Date,Scenario,Sheet,Version
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$35,140.87",Explore Tableau for Finance Analytics,"$35,141",$0,"($35,141)",,True,3,Development,3000,Development,3000,3000,1,a_TCC_2018/Export_Actuals.xlsx,6/30/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$70,931.52",Explore Tableau for Finance Analytics,"$70,932",$0,"($70,932)",,True,5,Operations,4000,Finance,4100,4100,1,a_TCC_2018/Export_Actuals.xlsx,6/30/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$189,648.48",Explore Tableau for Finance Analytics,"$189,648",$0,"($189,648)",,True,6,Operations,4000,HR,4200,4200,1,a_TCC_2018/Export_Actuals.xlsx,6/30/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$1,065.54",Explore Tableau for Finance Analytics,"$1,066",$0,"($1,066)",,True,7,Operations,4000,Workplace,4300,4300,1,a_TCC_2018/Export_Actuals.xlsx,6/30/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$6,537.64",Explore Tableau for Finance Analytics,"$6,538",$0,"($6,538)",,True,8,Operations,4000,IT,4400,4400,1,a_TCC_2018/Export_Actuals.xlsx,6/30/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$341,508.63",Explore Tableau for Finance Analytics,"$341,509",$0,"($341,509)",,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Actuals.xlsx,7/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$39,880.85",Explore Tableau for Finance Analytics,"$39,881",$0,"($39,881)",,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Actuals.xlsx,7/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$17,184.57",Explore Tableau for Finance Analytics,"$17,185",$0,"($17,185)",,True,3,Development,3000,Development,3000,3000,1,a_TCC_2018/Export_Actuals.xlsx,7/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$494,115.00",Explore Tableau for Finance Analytics,"$494,115",$0,"($494,115)",,True,5,Operations,4000,Finance,4100,4100,1,a_TCC_2018/Export_Actuals.xlsx,7/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$297,259.25",Explore Tableau for Finance Analytics,"$297,259",$0,"($297,259)",,True,6,Operations,4000,HR,4200,4200,1,a_TCC_2018/Export_Actuals.xlsx,7/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,$252.86,Explore Tableau for Finance Analytics,$253,$0,($253),,True,7,Operations,4000,Workplace,4300,4300,1,a_TCC_2018/Export_Actuals.xlsx,7/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$41,993.89",Explore Tableau for Finance Analytics,"$41,994",$0,"($41,994)",,True,8,Operations,4000,IT,4400,4400,1,a_TCC_2018/Export_Actuals.xlsx,7/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$128,956.09",Explore Tableau for Finance Analytics,"$128,956",$0,"($128,956)",,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Actuals.xlsx,8/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$48,975.02",Explore Tableau for Finance Analytics,"$48,975",$0,"($48,975)",,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Actuals.xlsx,8/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$41,101.04",Explore Tableau for Finance Analytics,"$41,101",$0,"($41,101)",,True,3,Development,3000,Development,3000,3000,1,a_TCC_2018/Export_Actuals.xlsx,8/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$54,633.17",Explore Tableau for Finance Analytics,"$54,633",$0,"($54,633)",,True,5,Operations,4000,Finance,4100,4100,1,a_TCC_2018/Export_Actuals.xlsx,8/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$276,746.52",Explore Tableau for Finance Analytics,"$276,747",$0,"($276,747)",,True,6,Operations,4000,HR,4200,4200,1,a_TCC_2018/Export_Actuals.xlsx,8/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,$120.00,Explore Tableau for Finance Analytics,$120,$0,($120),,True,7,Operations,4000,Workplace,4300,4300,1,a_TCC_2018/Export_Actuals.xlsx,8/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$8,980.72",Explore Tableau for Finance Analytics,"$8,981",$0,"($8,981)",,True,8,Operations,4000,IT,4400,4400,1,a_TCC_2018/Export_Actuals.xlsx,8/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$140,980.17",Explore Tableau for Finance Analytics,"$140,980",$0,"($140,980)",,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Actuals.xlsx,9/30/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$19,052.63",Explore Tableau for Finance Analytics,"$19,053",$0,"($19,053)",,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Actuals.xlsx,9/30/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$33,120.61",Explore Tableau for Finance Analytics,"$33,121",$0,"($33,121)",,True,3,Development,3000,Development,3000,3000,1,a_TCC_2018/Export_Actuals.xlsx,9/30/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$67,713.21",Explore Tableau for Finance Analytics,"$67,713",$0,"($67,713)",,True,5,Operations,4000,Finance,4100,4100,1,a_TCC_2018/Export_Actuals.xlsx,9/30/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$211,152.20",Explore Tableau for Finance Analytics,"$211,152",$0,"($211,152)",,True,6,Operations,4000,HR,4200,4200,1,a_TCC_2018/Export_Actuals.xlsx,9/30/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$2,290.53",Explore Tableau for Finance Analytics,"$2,291",$0,"($2,291)",,True,7,Operations,4000,Workplace,4300,4300,1,a_TCC_2018/Export_Actuals.xlsx,9/30/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$8,323.48",Explore Tableau for Finance Analytics,"$8,323",$0,"($8,323)",,True,8,Operations,4000,IT,4400,4400,1,a_TCC_2018/Export_Actuals.xlsx,9/30/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$196,205.73",Explore Tableau for Finance Analytics,"$196,206",$0,"($196,206)",,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Actuals.xlsx,10/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$94,219.07",Explore Tableau for Finance Analytics,"$94,219",$0,"($94,219)",,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Actuals.xlsx,10/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$23,790.54",Explore Tableau for Finance Analytics,"$23,791",$0,"($23,791)",,True,3,Development,3000,Development,3000,3000,1,a_TCC_2018/Export_Actuals.xlsx,10/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$30,621.64",Explore Tableau for Finance Analytics,"$30,622",$0,"($30,622)",,True,5,Operations,4000,Finance,4100,4100,1,a_TCC_2018/Export_Actuals.xlsx,10/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$225,924.48",Explore Tableau for Finance Analytics,"$225,924",$0,"($225,924)",,True,6,Operations,4000,HR,4200,4200,1,a_TCC_2018/Export_Actuals.xlsx,10/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,$878.54,Explore Tableau for Finance Analytics,$879,$0,($879),,True,7,Operations,4000,Workplace,4300,4300,1,a_TCC_2018/Export_Actuals.xlsx,10/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$13,009.32",Explore Tableau for Finance Analytics,"$13,009",$0,"($13,009)",,True,8,Operations,4000,IT,4400,4400,1,a_TCC_2018/Export_Actuals.xlsx,10/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$147,155.30",Explore Tableau for Finance Analytics,"$147,155",$0,"($147,155)",,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Actuals.xlsx,11/30/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$75,234.68",Explore Tableau for Finance Analytics,"$75,235",$0,"($75,235)",,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Actuals.xlsx,11/30/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$42,974.90",Explore Tableau for Finance Analytics,"$42,975",$0,"($42,975)",,True,3,Development,3000,Development,3000,3000,1,a_TCC_2018/Export_Actuals.xlsx,11/30/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$4,387.88",Explore Tableau for Finance Analytics,"$4,388",$0,"($4,388)",,True,5,Operations,4000,Finance,4100,4100,1,a_TCC_2018/Export_Actuals.xlsx,11/30/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$233,174.09",Explore Tableau for Finance Analytics,"$233,174",$0,"($233,174)",,True,6,Operations,4000,HR,4200,4200,1,a_TCC_2018/Export_Actuals.xlsx,11/30/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,$791.27,Explore Tableau for Finance Analytics,$791,$0,($791),,True,7,Operations,4000,Workplace,4300,4300,1,a_TCC_2018/Export_Actuals.xlsx,11/30/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$3,260.22",Explore Tableau for Finance Analytics,"$3,260",$0,"($3,260)",,True,8,Operations,4000,IT,4400,4400,1,a_TCC_2018/Export_Actuals.xlsx,11/30/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$207,270.74",Explore Tableau for Finance Analytics,"$207,271",$0,"($207,271)",,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Actuals.xlsx,12/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$24,391.28",Explore Tableau for Finance Analytics,"$24,391",$0,"($24,391)",,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Actuals.xlsx,12/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$34,041.79",Explore Tableau for Finance Analytics,"$34,042",$0,"($34,042)",,True,3,Development,3000,Development,3000,3000,1,a_TCC_2018/Export_Actuals.xlsx,12/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$2,186,985.54",Explore Tableau for Finance Analytics,"$2,186,986",$0,"($2,186,986)",,True,5,Operations,4000,Finance,4100,4100,1,a_TCC_2018/Export_Actuals.xlsx,12/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$448,783.45",Explore Tableau for Finance Analytics,"$448,783",$0,"($448,783)",,True,6,Operations,4000,HR,4200,4200,1,a_TCC_2018/Export_Actuals.xlsx,12/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,$227.29,Explore Tableau for Finance Analytics,$227,$0,($227),,True,7,Operations,4000,Workplace,4300,4300,1,a_TCC_2018/Export_Actuals.xlsx,12/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$27,861.01",Explore Tableau for Finance Analytics,"$27,861",$0,"($27,861)",,True,8,Operations,4000,IT,4400,4400,1,a_TCC_2018/Export_Actuals.xlsx,12/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,10,Expense,30000,Office & Supplies,33000,Office & Supplies,33000,33000,Expense,3,"$61,727.88",Explore Tableau for Finance Analytics,"$61,728",$0,"($61,728)",,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Actuals.xlsx,1/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,10,Expense,30000,Office & Supplies,33000,Office & Supplies,33000,33000,Expense,3,"$12,280.14",Explore Tableau for Finance Analytics,"$12,280",$0,"($12,280)",,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Actuals.xlsx,1/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,10,Expense,30000,Office & Supplies,33000,Office & Supplies,33000,33000,Expense,3,"$56,854.05",Explore Tableau for Finance Analytics,"$56,854",$0,"($56,854)",,True,3,Development,3000,Development,3000,3000,1,a_TCC_2018/Export_Actuals.xlsx,1/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,10,Expense,30000,Office & Supplies,33000,Office & Supplies,33000,33000,Expense,3,"$51,595.74",Explore Tableau for Finance Analytics,"$51,596",$0,"($51,596)",,True,5,Operations,4000,Finance,4100,4100,1,a_TCC_2018/Export_Actuals.xlsx,1/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,10,Expense,30000,Office & Supplies,33000,Office & Supplies,33000,33000,Expense,3,"$6,224.38",Explore Tableau for Finance Analytics,"$6,224",$0,"($6,224)",,True,6,Operations,4000,HR,4200,4200,1,a_TCC_2018/Export_Actuals.xlsx,1/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,10,Expense,30000,Office & Supplies,33000,Office & Supplies,33000,33000,Expense,3,"$782,921.24",Explore Tableau for Finance Analytics,"$782,921",$0,"($782,921)",,True,7,Operations,4000,Workplace,4300,4300,1,a_TCC_2018/Export_Actuals.xlsx,1/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,10,Expense,30000,Office & Supplies,33000,Office & Supplies,33000,33000,Expense,3,"$114,451.76",Explore Tableau for Finance Analytics,"$114,452",$0,"($114,452)",,True,8,Operations,4000,IT,4400,4400,1,a_TCC_2018/Export_Actuals.xlsx,1/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,10,Expense,30000,Office & Supplies,33000,Office & Supplies,33000,33000,Expense,3,"$5,702.10",Explore Tableau for Finance Analytics,"$5,702",$0,"($5,702)",,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Actuals.xlsx,2/28/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,10,Expense,30000,Office & Supplies,33000,Office & Supplies,33000,33000,Expense,3,"$21,777.56",Explore Tableau for Finance Analytics,"$21,778",$0,"($21,778)",,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Actuals.xlsx,2/28/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,10,Expense,30000,Office & Supplies,33000,Office & Supplies,33000,33000,Expense,3,"$16,122.27",Explore Tableau for Finance Analytics,"$16,122",$0,"($16,122)",,True,3,Development,3000,Development,3000,3000,1,a_TCC_2018/Export_Actuals.xlsx,2/28/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,10,Expense,30000,Office & Supplies,33000,Office & Supplies,33000,33000,Expense,3,"$47,459.31",Explore Tableau for Finance Analytics,"$47,459",$0,"($47,459)",,True,5,Operations,4000,Finance,4100,4100,1,a_TCC_2018/Export_Actuals.xlsx,2/28/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,10,Expense,30000,Office & Supplies,33000,Office & Supplies,33000,33000,Expense,3,"$5,051.31",Explore Tableau for Finance Analytics,"$5,051",$0,"($5,051)",,True,6,Operations,4000,HR,4200,4200,1,a_TCC_2018/Export_Actuals.xlsx,2/28/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,10,Expense,30000,Office & Supplies,33000,Office & Supplies,33000,33000,Expense,3,"$861,161.71",Explore Tableau for Finance Analytics,"$861,162",$0,"($861,162)",,True,7,Operations,4000,Workplace,4300,4300,1,a_TCC_2018/Export_Actuals.xlsx,2/28/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,10,Expense,30000,Office & Supplies,33000,Office & Supplies,33000,33000,Expense,3,"$109,042.67",Explore Tableau for Finance Analytics,"$109,043",$0,"($109,043)",,True,8,Operations,4000,IT,4400,4400,1,a_TCC_2018/Export_Actuals.xlsx,2/28/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,10,Expense,30000,Office & Supplies,33000,Office & Supplies,33000,33000,Expense,3,"$62,152.25",Explore Tableau for Finance Analytics,"$62,152",$0,"($62,152)",,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Actuals.xlsx,3/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,10,Expense,30000,Office & Supplies,33000,Office & Supplies,33000,33000,Expense,3,"$32,523.71",Explore Tableau for Finance Analytics,"$32,524",$0,"($32,524)",,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Actuals.xlsx,3/31/2018,Actuals,Export,Current (Actual)
Average,True,False,False,True,10,Expense,30000,Office & Supplies,33000,Office & Supplies,33000,33000,Expense,3,"$12,422.46",Explore Tableau for Finance Analytics,"$12,422",$0,"($12,422)",,True,3,Development,3000,Development,3000,3000,1,a_TCC_2018/Export_Actuals.xlsx,3/31/2018,Actuals,Export,Current (Actual)
